Value00,Value01,Value02,Value03,Value04,Value05,Value06,Value07,Value08,Value09,TGT0,TGT1,TGT2,TGT3
-1.64,2.13,0.59,0.13,0.11,-0.29,1.53,-2.29,-0.82,-1.08,113.8,9.09,-84.45,-109.34
0.36,0.69,0.17,-0.01,1.02,0.07,-0.22,-0.53,-0.26,1.01,209.22,231.07,151.62,190.79
-0.27,-0.04,1.71,1.24,-0.25,-0.95,0.09,0.28,0.29,-2.66,-118.35,-23.66,180.25,122.92
-0.6,1.21,-0.22,0.14,-2.5,-0.25,0.73,-1.39,-0.08,-1.04,45.64,-80.43,-41.19,-62.71
0.98,1.18,-1.33,0.27,1.14,-1.78,-0.77,-1.63,0.73,-0.25,-92.29,10.18,-23.24,-6.31
-0.15,0.85,-0.23,1.07,-0.1,-1.41,0.7,-0.98,0.17,-0.6,25.83,60.23,80.04,28.87
1.3,-0.07,-0.35,-1.03,1.1,-0.51,2.7,-1.02,-0.08,-0.66,171.45,148.85,35.43,17.57
1.41,0.78,-0.58,1.1,-1.85,0.29,-1.37,-0.58,0.37,0.18,78.81,92.71,157.14,286.1
1.26,-0.98,1.23,0.95,-0.29,-0.51,0.57,0.33,0.94,-0.69,52.59,196.22,296.83,319.21
-0.56,0.74,-1.44,1.25,0.5,0.34,-0.35,-1.87,1.57,0.84,107.02,156.17,21.08,170.61
-0.8,1.3,-0.01,0.4,-1.8,0.6,0.19,-0.82,1.8,1,289.43,215.5,225.71,302.05
1.47,1.17,0.16,1.04,0.89,-0.01,0.39,-0.52,1.04,-0.33,232.83,296.57,318.83,439.25
0.88,-0.98,0.59,-1.67,1.56,0.49,-2.02,-0.11,-0.49,-0.19,-120.63,-16.08,-61.61,1.45
-0.29,-0.15,-0.58,-0.37,-0.59,-0.72,-1.85,1.08,0.62,-0.75,-109.42,-94.71,58.93,4.13
0.09,1.55,0.08,2.01,-0.08,-0.11,0.4,-0.49,0.79,0.29,278.16,308.78,330.52,403.1
0.92,1.01,-0.08,-0.04,0.42,1.62,0.5,0.57,-0.54,-0.04,393.4,277.12,258.2,385.69
0.17,-2.11,0.41,0.48,-0.48,0.04,-1.05,1.38,-0.39,-1.69,-193.07,-104.51,25.37,-4.48
-1.56,0.52,0.35,1.13,-0.03,0.89,-0.62,0.14,1.2,1.08,248.38,258.46,252.23,327.69
1.25,-1.49,0.66,0.85,0.19,-0.56,1.45,0.46,0.46,-0.53,81.58,207.3,252.84,225.18
-0.3,-1.23,-0.38,0.68,-0.22,1.67,-0.38,-0.06,0,0.18,88.43,88.61,18.6,142.02
0.65,-1.21,-1.96,-0.9,1.58,-0.88,-1.14,1.3,0.62,0.87,-8.51,63.39,51.8,-8.41
-0.22,-0.12,-1.17,-0.15,-0.71,0.17,0.35,-0.65,-0.56,-0.93,-22.96,-97.49,-127.55,-132.57
-0.33,-0.46,2.08,-0.63,-1.86,1.21,0.69,-0.13,0.21,-0.94,127.33,73.59,142.73,172.87
-0.14,-1.27,0.5,0.35,-0.24,3,0.52,-0.15,-0.72,0.48,271.5,217.34,73,259.86
-0.68,-0.46,1.66,-1.31,-0.12,-1.35,0.67,0.69,-0.16,-1.33,-49.05,-33.33,93.52,-103.11
-1.13,-0.29,-0.61,-0.74,-0.64,-0.67,0.78,-0.06,-0.71,0.55,69.44,-9.2,-52.41,-195.28
0.9,0.8,-0.91,-2.06,-1.99,0.67,0.81,1.31,0.18,0.76,399.84,175.15,214.14,193.42
-1.23,0.51,-0.12,-0.03,-0.14,-0.27,0.04,-0.49,-0.28,0.07,68.98,26.55,6.3,-54.67
0.44,-0.31,0.28,1.19,-0.41,0.48,1.26,-0.17,-1.06,0.7,251.99,239.75,190.29,201.82
-2.44,1.15,-1.08,1.86,-2.02,0.66,-0.15,-0.05,0.24,0.19,198.79,43.82,88.23,97.82
-1.56,-0.36,0.22,2.93,0.98,1.49,-1.33,-0.41,1.38,-1.2,-11.69,97.91,119.26,327.19
0.81,-0.1,1.57,0.44,1.08,1.32,-2.23,0.84,0.26,-0.59,86.06,188.18,282.81,437.58
0.53,1.4,-1.53,-0.03,0.21,0.3,0.24,1.65,-1.55,0.06,344.16,178.47,200.56,162.36
-0.77,1.18,0.57,-0.27,-0.26,1.46,-0.13,0.05,0.41,0.47,334.37,233.15,215.37,304.47
-0.3,-0.28,-0.11,-0.83,1.71,-0.56,0.62,-1.22,-0.11,-0.28,-20.57,22.17,-106.03,-121.01
-0.33,-0.55,-1.05,0.23,1.53,0.24,1.47,0.1,-0.94,0.97,242.71,208.28,46.5,22.7
0.71,-0.63,0.56,-0.76,-0.61,-1.48,0.24,0.44,-0.51,0.26,-2.85,51.19,126.63,-25.43
1.33,-0.15,-1.1,0.38,0.3,1.85,-0.69,0.67,0.41,-0.44,207.28,168.53,149.22,365.48
-0.81,-0.69,0.86,0.44,0.13,-0.41,0.24,-0.88,-0.55,1.22,49.3,133.54,50.64,-11.67
0.34,0.16,0,0.7,0.93,-0.39,-0.02,-0.27,-1.13,-0.19,51.05,94.2,72.73,60.96
0.77,2.2,-1.17,-0.07,-0.66,0,0.26,-0.12,-0.91,-0.77,228.12,67.99,99.3,119.67
0.2,1.1,0.01,-0.18,0.51,-0.23,0.79,-0.05,-0.49,-0.64,192.84,127.96,131.19,107.25
0.73,-1.22,-0.34,-1.95,-0.35,-0.97,1.32,1.15,-0.44,0.8,138.77,111.05,95.97,-70.23
0.27,-0.93,-0.02,0.02,0.08,-0.43,1.56,-0.34,-0.15,1.08,172.97,203.86,112.42,52.96
0.21,-0.48,1.2,-1.56,-1.36,0.36,0.6,2.1,-0.28,0.43,294.11,199.34,310.04,197.15
-0.56,0.43,-0.1,1.68,-0.03,0.53,-0.33,0.48,0.64,-0.31,172.8,177.14,241.21,307.97
0.61,-0.53,0.01,0.26,-0.96,1.67,-0.33,1.42,-0.57,0.36,276.62,206.79,233.88,318.93
2.01,0.32,0.14,-1.25,0.36,0.48,-1.94,-0.11,0.77,-1.26,-34.8,-3.94,78.18,227.3
-0.88,-1.28,-0.55,-1.36,0.15,0.34,-0.55,0.89,0.4,-0.85,-71.03,-99.92,-77.45,-118.62
-0.86,-0.15,2.01,1.36,-1.37,-1.94,-1.68,0.1,1.28,-0.72,-212.78,-4.58,236.33,123.04
-0.93,1.25,-0.5,-1.68,-1.43,-0.86,-1.01,-1.04,0.14,-0.23,-64.28,-160.24,-147.58,-225.37
0.84,-0.84,-0.35,0.37,-0.11,-0.36,-0.81,1.99,1.58,1.32,191.81,292.11,399,395.49
0.83,-0.88,-0.71,-1.85,-1.76,-0.58,0.78,-0.05,0.37,0.61,56.88,7.91,-3.53,-83.4
1.26,0.7,-0.57,-1.91,-0.52,-1.05,0.15,0.91,-0.85,0.01,136.67,56.72,103.5,-20
-1.29,0.44,-1.54,0.84,2.2,-1.83,1.65,-0.12,0.02,-0.69,47.84,65.5,9.2,-143.95
1.51,-1.21,0.46,1.18,1.7,-1,0.02,0.18,-1.26,-1.16,-100.54,61.12,86.58,69.29
-0.39,0.77,-0.41,0.25,1.77,-0.15,-0.16,-0.76,0.3,0.33,125.12,160.61,66.6,113.25
-0.63,-0.33,-0.86,-0.47,0.62,-0.97,0.57,0.83,0.49,0.48,116.68,109.42,110.22,-12.44
0.65,-0.77,0.7,0.19,0.34,-1,0,-1.37,-1.07,-1,-196.17,-70.02,-106,-129.07
-0.32,0.1,-0.74,1.34,1.32,0.16,0.2,-1.14,-1.31,1.4,161.24,185.96,12.96,43.75
1.55,-0.45,-1.12,-0.72,-0.8,0.82,-0.06,-1.31,1.41,-0.18,39.82,33.22,-26.47,144.2
-0.06,-0.22,-0.71,-0.32,-0.39,-0.03,-0.8,1.15,0.35,1.31,178.26,166.48,193.39,144.06
-1.35,1.18,-2.09,-0.19,-0.56,1.69,-0.36,-1.08,0.58,0.2,191.46,4.95,-115.84,30.86
-0.15,-0.26,0.89,0.73,-1.94,-1.5,0.91,-0.48,1.83,0.11,33.04,129.9,251.23,159.97
0.17,-0.03,-0.04,-0.71,0.02,-0.29,-0.38,-0.59,0.04,-1.28,-92.33,-84.55,-68.69,-66.42
0.64,1.53,0.52,-0.61,-1.23,-0.68,0.24,-0.53,-0.2,0.58,217.43,164.28,191.92,148.24
-0.96,0.25,-0.2,-1.02,0.1,-0.57,-0.73,-0.42,0.18,-0.47,-68.69,-89.98,-83.06,-134.33
-2.17,-0.57,-0.6,1.15,0.13,-0.77,-1.12,0.62,0.18,0.64,-47.74,6.88,40.21,-58.55
-0.74,1.12,0.94,0.2,1.35,-1.38,-0.91,2.01,-0.24,1.39,266.55,320.34,426.54,259.21
-0.42,0.92,0.61,0.46,-1.12,-0.97,-0.41,0,-1.11,0.02,60.22,38.4,120.07,10.43
-1.92,1.51,0.71,-0.6,0.2,-1.37,-1.23,0.82,1.06,0.32,89.16,85.11,222.02,73.08
0.54,-1.1,-0.48,-0.08,-0.3,0.89,-0.41,-0.52,-1.39,-0.93,-83.55,-97.23,-162,-92.45
1.17,-1.62,0.07,0.12,1.29,0.57,1.51,-1.84,1.31,1.38,152.27,301.59,87.33,220.85
0.09,-0.7,-1.66,0.57,-0.95,0.54,0.54,0.33,1.26,2.16,308.06,274.63,187.79,242.31
1,0.1,-0.64,1.59,-1.13,0.08,-0.15,0.85,-0.84,-0.05,156.37,144.24,219.9,243.41
-1.29,-1.45,-0.67,-0.17,-0.66,0.82,0.22,-0.78,1.3,-0.03,-28.24,-18.04,-112.51,-50.28
0.58,-0.59,-0.66,0.84,1.83,1.72,-2.32,-0.04,0,-0.34,-7.58,70.31,16.41,240.34
-0.03,0.97,0.89,0.29,0.11,-1.4,0.28,-0.19,-0.54,-1.43,-8.51,10.98,122.16,14.34
-0.59,0.05,0.94,-1.31,-1.04,2.27,-1.18,-0.64,0.19,-0.66,70.17,-29.9,-48.25,116.05
0.5,0.94,-2.53,0.67,-1.38,-1.2,-0.48,0.41,1.2,0.81,134.35,92.53,148.9,126.61
1.88,0.07,-1.35,0.43,-0.52,0.05,-0.13,0.38,-0.48,-0.67,87.6,63.45,95.94,156.2
-0.83,-1.33,-0.01,0.68,1.34,-0.54,-0.41,0.39,0.29,0.35,-37.25,94.08,69.14,22.59
1.7,0.82,-1.66,0.77,0.45,-0.71,-0.01,0.04,-1.57,0.67,170.77,159.01,111.45,109.48
0.24,-1.15,-1.12,0.83,0.85,0.54,-0.46,0.25,-0.09,-0.02,21.86,78.03,21.66,82.79
-0.15,0.82,-1.19,0.39,-1.21,0.84,1.83,-2.1,0.24,-1.07,142.62,4.6,-106.84,5.11
1.05,0.19,-0.89,-0.72,-0.16,1.26,3.17,-0.3,-0.66,-1.35,331.54,135.08,39.32,98.36
-0.59,0.33,0.01,-0.01,-0.84,2.23,-0.67,1.37,-0.51,0.33,330.65,188.79,203.91,296.31
1.03,0.23,-1.42,0.6,-0.97,0.76,1.45,0.59,-1.24,1.31,415.48,273.78,198.52,218.84
0.98,0.71,1.22,-0.4,0.21,1.79,0.36,0.13,0.4,0.01,372.53,318.53,314.01,476.38
0.16,0.14,0.43,1.43,-1.44,-0.42,0.32,-1.08,1.8,0.14,81.84,165.83,215.63,278.63
0.57,-0.51,1.09,0.3,-1.01,0.76,-0.72,-1.11,0.19,-0.49,-25.36,25.33,43.51,159.65
1.03,1.01,-0.01,0.16,0,-0.4,-1.48,-0.83,0.09,-0.74,-47.55,12.01,62.58,131.61
-0.31,-0.46,-0.81,1.03,-1.09,0.52,-0.16,-0.49,0.3,-1.33,-57.96,-74.71,-51.45,22.18
-0.15,0.64,-1.64,-1.73,1.15,0.03,1.43,-0.56,0.1,-0.07,199.84,66.95,-66.34,-87.48
0.31,1.01,0.23,-1.11,0.63,0.93,-0.75,1.08,1.57,-1.53,182.8,122.67,236.14,334.68
-0.84,-0.72,-1.08,0.75,0.29,-0.36,-0.45,-1.3,0.22,1.52,-17.13,59.42,-76.94,-68.52
0.16,2.08,-1.3,-0.34,0.47,-0.19,0.32,-1.21,-0.08,-0.91,132.43,17.63,-25.82,16.75
1.74,-1.58,0.48,1.04,-0.78,0.23,-1.45,-0.55,-1.1,0.96,-60.19,94,70.01,141.87
0.06,-1.32,-0.11,0.93,0.36,0.55,0.93,1.19,0.12,-0.19,170.22,197.85,209.47,222.22
0.04,-0.36,1.66,-0.84,-1.88,0.62,-0.15,-1.67,0.52,-1.4,-105.22,-103.27,-68.49,6.7
-2.35,-0.49,2.55,-1.15,0.87,0.4,0.4,-0.92,1.83,0.41,96,174.71,120.08,101.41
-1.01,0.05,-0.12,0.04,0.82,0.21,-0.67,-1.92,0.98,0.18,-48.27,25.78,-101.11,-8.31
0.91,0.63,-0.58,-0.91,-0.15,1.04,-0.12,-0.35,1.07,-0.43,185.54,115.32,90.91,235.64
-0.21,-0.89,-0.96,1.33,0.06,-0.53,-0.76,0.27,-0.8,0.94,-7.79,68.02,36.7,-0.3
-0.39,-2.42,1.87,-0.26,0.68,-0.42,-1.04,2.01,0.64,0.46,-31.21,153.54,277.38,174.15
0.54,-1.6,-0.34,1.2,0.84,0.69,-0.96,1.47,-0.18,1.76,188.62,292.71,262.47,318.09
0.48,1.32,-0.74,-1,-0.57,-0.25,-2.16,-1.08,-0.11,-0.24,-74.25,-106.23,-91.93,-41.98
0.69,-0.44,-0.35,-0.81,2.35,0.24,0.31,-0.93,-0.14,2.63,255.37,332.43,98.83,148.34
0.31,0.61,0.71,1.17,1.32,-0.87,0.3,1.36,1.42,-1.35,156.73,248.91,420.05,398.29
-0.26,-0.64,-0.49,-0.04,1.93,-0.2,0.83,-0.26,0.07,-0.83,16.72,55.88,-17.64,-16.24
-0.11,1.83,1.49,0.9,-0.75,-2.14,-0.24,-1.14,-0.75,0.97,86.77,175.73,237.44,95.65
-1.94,1,-0.67,-0.44,0.15,-1.09,-1.09,-0.25,1.1,0.18,-19.01,-26.17,-4.27,-91.28
-0.21,-0.21,0.77,-1.11,-0.59,0.31,0.44,-1.15,0.54,-1.45,-45.65,-71.89,-70.15,-43.05
-0.27,-1.29,-0.21,0.24,-0.82,1.5,-0.55,-0.22,0.51,1.24,127.41,145.71,55.71,177.23
0.13,0.22,0.91,-0.63,-1.77,0.47,0.2,-1.12,0.23,-0.14,89.39,43.42,47.98,85.22
0.19,-0.03,-1.6,-0.76,0.28,2.31,-1.11,0.1,-0.59,-1.46,57.71,-88.38,-158.33,33.78
-1.97,0.18,1.37,0.9,-1.33,1.05,-0.66,0.28,1.74,0.5,191.84,194.36,276.42,351.42
1.57,-0.82,0.29,0.84,-0.93,-0.63,1.16,0.59,0.68,-0.72,102.86,165.51,274.64,260.02
1.37,-1.05,0.02,-0.89,1.3,1.32,0.55,-0.9,-1.4,-2.17,-50.16,-78.58,-183.41,-53.59
-1.04,-0.06,-0.38,0.73,0.58,1.6,-1.73,0.42,-0.57,1.23,180.53,157.16,93.14,194.58
0.74,0.76,0.24,0.31,0.93,-1.41,-0.03,-1.8,-0.7,-0.83,-102.56,-14.5,-36.07,-65.83
0.12,0.33,1.45,0.14,0.76,-0.21,0.44,0.31,-0.85,1.49,302.06,336.54,308.13,251.81
-2.76,2.14,-0.12,1.32,-1.05,0.47,0.66,-0.39,-0.61,-0.45,252.42,64.42,73.38,46.48
0.17,1.04,-0.57,1.7,-1,-0.99,0.98,-0.51,-2.02,0.16,152.28,102.51,93.01,2.98
-0.21,-0.62,1.68,0.57,-0.52,-0.72,-0.79,-1.96,-1.14,-0.72,-246.77,-112.89,-125.87,-148.21
-0.75,-1.34,0.57,0.24,1.1,1.16,2.1,-0.95,0,-1.3,73.75,82.12,-43.96,18.91
1.99,-1.56,1.57,-0.21,0.2,1.05,1.12,0.03,-0.04,0.02,194.35,275.22,243.09,347.7
0.74,-0.35,1.52,0.39,-1.91,0.43,-0.34,-0.85,0.52,0.63,105.85,160.5,194.89,275.39
-1.1,-0.63,0.57,1.5,-1.8,0.9,0.41,0.51,1.31,-0.49,142.91,135.7,222.44,285.13
0.67,0.19,0.07,-0.5,0.54,0.58,0.4,0.41,0.93,-0.04,245.73,226.38,225.86,298.38
0.02,-1.53,1.91,0.73,-1.32,-0.09,0.28,-2.1,1.62,0.48,-77.37,110.8,80.14,156.16
0.13,-1.61,0.17,1.54,0.01,1.72,0.12,0.8,-0.56,-0.17,150.07,174.46,153.11,266.13
0.59,1.01,1.01,-0.96,-1.73,0.1,0.38,2.17,0.66,-1.01,307.83,190.21,415.61,353.27
1.13,-0.99,-0.68,-0.87,-0.71,-0.88,0.1,-0.3,0.88,-0.33,-81.39,-22.34,-1.6,-31.92
-0.48,-0.04,1.01,0.71,-0.64,1.29,1.25,-1.33,1.09,-0.35,198.5,181.36,144.06,270.35
0.19,-1.79,0.02,-0.5,-0.92,-0.32,-0.37,-1.63,-0.07,-0.06,-227.63,-134.91,-213.91,-207.89
0.96,0.67,0.06,-0.44,0.77,-0.17,-0.9,0.01,-0.93,1.77,226.67,246.66,186.51,186.03
-0.3,-1.68,-0.4,-0.64,-0.13,1.08,-0.31,-0.81,-1.47,1.15,6.36,-2.96,-183.64,-145.59
-0.35,-0.09,-0.39,-0.17,0.29,-0.39,-1.35,0.15,2.94,0.37,22.41,121.73,193.56,236.84
-0.22,-1.42,-0.3,-0.4,0.22,-1.99,0.69,0.44,0.67,-0.82,-157.11,-55.66,8.86,-170.98
-0.65,-1.55,0.1,0.53,-0.39,0.56,-0.18,-0.1,-0.62,1.61,86.19,134.73,35.12,33.9
-0.89,-0.89,-0.91,-0.22,-1.68,1.41,0.24,-2.37,0.86,0.94,26.93,-21.63,-210.18,-71.22
-0.89,-0.59,0.01,-0.65,0.44,-0.08,2.47,0.09,0.17,0.79,281.56,232.4,119.14,24.66
-0.77,-1.49,-0.11,-0.06,0.09,0.09,-1.25,-0.52,-0.78,0.13,-179.05,-99.94,-170.07,-177.77
-0.05,0.19,-0.51,-1.19,-0.6,0.09,-1.94,-0.31,0.1,0.52,-23.91,-42.32,-39.86,-33.43
-1.83,0.95,-0.06,0.92,0.88,-0.09,-0.4,-0.43,1.15,-0.16,97.62,113.56,110.74,133.61
2.02,0.36,-1.41,0.13,-0.35,2.24,0.51,-1.42,1.92,-1.58,182.77,104.4,48.02,379.47
0.03,0.68,0.54,-0.77,-0.67,-0.21,-0.64,0.4,-1.09,0.58,147.11,90.77,127.08,56.23
-0.99,0.92,0.89,0.71,0,-1.02,-0.18,0.23,-0.15,0.71,153.26,178.41,250.77,139.86
0.06,-0.07,-1.87,2.45,-0.07,-1.14,0,-0.01,-0.52,0.23,13.51,70.26,68.06,41.62
-0.73,0.15,1.38,0.81,-0.44,-0.09,1.35,-1.25,1.1,0.43,176.12,236.45,208.52,232.17
-0.4,-0.12,-0.16,0.94,-0.32,-0.21,-0.66,2.61,-0.82,-0.42,145.22,121.59,280.62,179.44
-0.82,0.55,1.41,-2.12,1.62,-1.45,0.42,-1.32,0.54,-0.81,-73.57,-20.78,-50.61,-159
-0.35,-1.35,1.56,0.42,-0.46,-1.25,0.69,1.19,-0.86,-1.4,-89.3,-8.68,140.56,-34.52
-1.67,-0.67,-0.21,0.98,-0.49,-0.9,0.22,-1.25,-0.18,-0.22,-139.9,-96.7,-138.72,-213.52
0.66,0.53,0.57,1.05,0.87,-0.58,1.17,-1.57,-0.03,0.15,139.06,220.74,154.88,180.09
0,1.48,-1.03,0.77,-0.46,-0.84,0.33,0.65,-0.36,-0.05,218.38,133.26,200.78,138.75
-0.05,0.01,-0.55,-0.09,-3.01,2.29,0.83,-0.17,1.23,1.12,391.12,226.54,181.85,344.99
-1.15,0.64,0.25,-0.07,-1.02,1.04,-0.84,-0.19,-1.14,0.26,135.78,23.12,-6.86,31.24
-0.73,-0.09,-0.23,-0.88,-1.64,-0.07,2.15,0.35,0.66,0.73,304.29,165.86,157.38,64.23
-1.09,1.67,0.44,1.42,-0.08,1.68,-0.44,-0.15,-0.37,-2.92,100.97,-15.07,67.32,222.77
-0.39,-0.43,0.78,0.34,0.68,-0.87,-1.46,0.36,-0.29,0.06,-82.2,45.73,101.6,32.76
-0.39,-0.66,0.75,1.76,-0.63,0.78,0.11,-0.04,0.34,0.07,125.06,181.25,203.16,283.14
1.02,-0.45,-0.28,0.04,0.05,1.54,0.61,-1.46,-1.11,1.58,247.51,226.55,-0.42,156.83
-0.7,-0.32,-1,-0.34,0.79,0.32,0.04,-1.39,0.59,-0.9,-77.95,-81.79,-181.54,-116.73
-0.89,1.17,-0.05,-0.31,-0.11,-1.51,-0.27,-1.4,-0.05,-0.52,-87.05,-74.59,-67.17,-174.03
-0.31,-0.32,-0.27,0.89,0.28,0.17,-0.03,0.57,0.15,-0.53,91.55,104.53,134.64,146.38
-0.36,1.67,0.18,-0.99,0.5,1.04,-0.05,-0.87,-1.16,-0.1,222.34,96.82,-6.77,59.54
-0.89,1.49,0.79,-0.16,-2.34,0.02,-0.63,0.29,1.81,-0.74,140.76,68.35,255.58,255.67
-0.13,0.47,-0.51,-0.86,1.1,-0.89,0.81,-0.22,0.42,0.75,174.81,170.81,114.56,31.71
-0.49,-0.17,0.51,-1.1,0.09,-2.16,-1.41,-0.4,2.25,0.68,-145.79,19.2,96.76,-6.28
2.41,0.36,-0.3,0.14,-2.1,0.42,0.34,0.18,0.4,0.31,265.81,213.73,290.31,379.93
0.57,1.31,-1.06,0.56,-0.43,-0.86,0.68,0.86,-0.81,-0.47,218.01,117.32,198.53,118.73
0.54,-1.4,-0.18,-1.43,-0.12,-2.05,1.07,0.84,-0.69,-1.33,-152.97,-133.84,-36.21,-283.43
-1.37,0.76,0.08,-1.01,-1.61,1.24,1.87,-1.04,-0.32,-0.01,282.07,71.45,-25.34,-19.95
-0.53,1.06,-1.37,1.15,0.61,-0.28,-0.61,1.58,0.26,-0.04,222.27,176.91,252.46,233.71
-0.05,0.24,-0.9,-0.33,0.38,1.4,1.36,1.01,-0.47,-0.51,332.69,178.9,133.25,181.37
0.21,2.34,1.28,-1.3,1.33,-0.26,0.05,0.36,1.47,-0.28,332.01,299.87,378.43,391.76
0.59,0.65,0.78,-1.09,2.17,-0.32,-1.1,0.14,1.25,-0.86,42.67,128.39,174.4,228.75
-1.87,0.48,0.74,1.09,0.62,0.52,-0.9,-1.27,-0.06,-0.05,7.05,52.94,-7.21,57.7
0.44,1,2.36,-0.07,0.56,2.16,0.31,-0.1,-0.7,-0.97,331.78,272.17,269.58,432.47
1.77,0.55,-0.8,0.62,-0.92,-0.38,0.03,0.68,1.57,-1.1,125.84,139.2,286.35,354.18
0.07,1.22,-1.64,1.39,-0.16,2.03,-0.5,1.05,0.95,-0.34,373.71,239.2,271.51,480.26
-1.31,0.06,-1.2,0.29,1.5,-0.06,-0.08,-0.01,-0.07,0.25,89.76,68.44,-16.68,-28.61
-0.16,-1.36,0.41,-0.06,0.72,-0.1,-0.11,1.09,-0.19,1.7,163.8,243.76,216.83,145.77
-0.38,0.19,1.76,-0.41,0.65,0.6,-0.47,-1.38,0.62,-1.06,-13.91,42.06,32.94,120.26
-0.04,-0.02,2.32,-1.18,-0.37,-1.58,1.72,-0.14,1.35,-1.08,51.03,117.01,239.95,93.13
-0.4,-0.24,1.45,-0.71,0.54,0.97,-0.93,2,1.05,-1.03,149.82,159.09,309.83,345.87
1.31,1.68,0.23,-0.19,0.33,0.1,0.35,0.9,-0.61,-0.46,327.93,245.87,325.65,338.2
0.19,0.23,1.86,-0.35,0.11,-0.68,-1.44,0.44,-0.47,-1.03,-71.71,11.36,159.16,100.67
-0.47,-0.41,0.32,0.91,0.79,0.38,-0.94,2.26,-0.04,-0.02,182.9,209.83,313.02,293.08
-1.1,-0.22,-0.38,-0.49,-1.83,0.98,0.36,-1.4,0.82,-1.79,-81.14,-188.55,-198.13,-114.42
0.51,-1.2,-0.56,-0.09,0.97,-0.54,-0.76,0.1,1.58,0.52,-30.97,118.25,108.84,127.24
0.53,0.21,-0.99,0.33,1.95,0.01,0.64,-0.84,0.63,-0.31,114.38,155.12,56.72,135.04
-0.8,1.71,0.37,0,0.41,0.07,1.51,-0.46,-0.63,0.7,377.28,273.27,197.41,159.99
0,-0.36,-0.57,-2.33,2.67,0.96,-2.24,0.47,-0.24,0.62,28.95,43.26,-74.66,-5.16
1.46,-0.64,-0.28,0.82,1.43,-0.13,-0.43,-0.36,0.78,-1.66,-93.89,47.28,76.31,189.36
0.49,0.93,-0.9,-0.97,0.76,-1.11,-0.36,0.61,1.39,1.18,219.31,232.35,254.07,199.81
0.36,0.36,-1.12,-0.6,0.77,0.06,-1.77,-0.19,-0.81,0.81,27.62,23.28,-46.59,-8.15
-0.1,0.31,-1.43,0.04,1.65,-1.7,2.22,0.28,0.94,-1.72,67.27,59.64,76.95,-43.65
0.68,-0.8,-1.56,-0.31,-0.51,0.12,0.19,-1,1.3,2.06,147.56,182.93,34.99,112.33
0.49,-1.98,0.98,1.25,2.57,0.33,-1.63,-0.39,1.61,0.72,-77.27,240.74,187.75,333.01
1.58,0.49,0.65,0.18,0.2,0.21,1.43,-0.07,-0.23,0.1,317.73,315.72,293.34,338.72
-0.68,1.6,0.26,0.67,-0.74,-0.87,-0.08,1.18,-0.29,0.47,261.33,197.52,329.37,217.53
-1.2,-0.54,-1.16,-0.11,0.56,-2.04,1.28,-0.84,1.81,-0.77,-120.32,-57.93,-77.43,-197.81
1.69,-0.11,-0.32,-0.79,0.15,-0.07,1.24,-0.85,0.92,-1.89,31.26,18.49,25.51,96.17
1.26,-0.97,-0.4,-0.94,-0.86,-1.18,0.24,1.01,1.38,-0.28,10.59,63.02,185.87,100.39
-0.6,-0.82,-0.63,-1.35,-0.14,-0.6,1.3,1.25,-1.34,-0.17,101.66,-10.55,-28.16,-214.06
-1.91,-0.5,-0.56,-0.67,0.05,0.28,0.46,1.07,-0.19,0.53,161.36,74.81,39.14,-61.56
-1.38,-0.84,-0.26,1.59,0.31,1.68,-0.31,-0.79,-0.53,-1.01,-22.17,-25.68,-113.62,26.78
1.52,0.22,0.42,0,0.03,0.12,-0.18,-1.42,0.32,0.73,117.55,203.72,128.96,231.31
0.75,0.15,-1.56,0.28,-0.37,-0.4,0.33,-0.8,-0.55,0.67,94.56,71.53,-12.86,4.34
0.18,-0.83,1.64,1.02,-0.44,-1.14,0.22,0.1,-0.27,0.45,20.83,167.74,243.76,143.66
-1.78,0.57,0.31,0.32,-1.64,-0.82,0.22,0.02,-0.08,0.08,66.19,6.54,87.38,-52.21
1.13,1.03,-0.04,-1.12,0.24,1.41,0.88,-1.38,-0.54,-0.92,212.61,96.07,-10.9,139.01
0.93,0.54,0.91,1.09,0.11,-1.19,0.89,-0.49,1.18,-0.69,106.68,212.63,299.89,296.5
0.27,1.98,-0.43,-0.47,-0.06,0.71,-1.24,0.14,-0.43,0.59,278.35,164.75,165.97,243.13
1.17,-0.65,-0.51,0.06,-1.42,-1.03,0.74,1.78,-0.75,0.47,171.99,140.94,247.63,109.88
-0.27,1.3,0.1,0.16,0.94,0.02,-0.68,-1.35,-0.76,-2.36,-103,-125.83,-127.57,-61.19
0.32,1.16,1.58,-1.37,-0.01,0.39,0.85,-0.32,-1.72,-0.72,207.63,102.35,98.72,63.44
-0.37,1.03,-1.5,0.88,0.49,-0.86,-0.17,-0.01,-0.23,0.14,106.93,83.2,75.49,37.9
-0.31,0.22,-0.95,-1.45,-0.87,0.77,-0.61,-0.48,1.83,-1.04,4.28,-71.8,-54.16,36.7
0.75,-1.1,1.24,-1.52,0.44,-0.48,-1.84,-2.12,-0.79,-0.52,-344.93,-188.05,-250.93,-238.03
1.11,1.12,0.55,0.58,0.6,0.16,-0.36,1.8,-0.32,0.33,357,348.51,459.67,464.22
1.07,-1.61,0.17,-1.4,-1.65,-0.72,0.06,-0.77,-1.49,-0.97,-237.58,-228.38,-221.41,-310.49
